time,in,out,known_transfer_fx
0.0,8.863696823876015,3.9612718559353366e-07,7.4335975736714894e-06
0.006012024048096192,9.188601805526785,8.708120481492484e-07,8.635302414937936e-06
0.012024048096192385,9.524039342055785,1.4367420096819932e-06,1.0022212883604216e-05
0.018036072144288578,9.87029517624844,2.1084960134863867e-06,1.1621368226867163e-05
0.02404809619238477,10.227660683564812,2.9028089575974316e-06,1.3463515284311749e-05
0.03006012024048096,10.596432905379114,3.838870579229499e-06,1.558358018741605e-05
0.036072144288577156,10.976914579256263,4.938662911842805e-06,1.8021194717097324e-05
0.04208416833667335,11.369414166130968,6.227340878224341e-06,2.082128290788652e-05
0.04809619238476954,11.774245874254095,7.733661065200493e-06,2.4034713959799698e-05
0.05410821643286573,12.19172967976875,9.490464251158923e-06,2.7719028018687387e-05
0.06012024048096192,12.62219134377776,1.1535217829375349e-05,3.1939241912690225e-05
0.06613226452905811,13.065962425762153,1.3910624891220941e-05,3.676874248604058e-05
0.07214428857715431,13.52338029320992,1.666530740673497e-05,4.229027575112562e-05
0.0781563126252505,13.99478812731224,1.9854571668895913e-05,4.8597040684412486e-05
0.0841683366733467,14.480534924584434,2.3541264955347234e-05,5.579389712007534e-05
0.09018036072144288,14.980975494266875,2.7796733210466157e-05,6.3998697845054e-05
0.09619238476953908,15.496470451361942,3.270189046461128e-05,7.334375566838996e-05
0.10220440881763528,16.02738620516073,3.8348411689195605e-05,8.397745692309987e-05
0.10821643286573146,16.574094943114634,4.484006183886021e-05,9.60660335569861e-05
0.11422845691382766,17.13697460990533,5.229417495828915e-05,0.00010979550667545103
0.12024048096192384,17.71640888156717,6.0843298433757016e-05,0.0001253738151097016
0.12625250501002003,18.312787134516487,7.063701875075424e-05,0.00014303314329200978
0.13226452905811623,18.926504409341472,8.18439864811413e-05,0.000163032463419515
0.13827655310621242,19.557961369208194,9.465415966805587e-05,0.00018566030757213707
0.14428857715430862,20.207564252737445,0.00010928128630565776,0.00021123778611025377
0.15030060120240482,20.87572482120943,0.00012596564822471597,0.00024012186930488856
0.156312625250501,21.562860299952895,0.00014497709039445615,0.0002727089497370516
0.1623246492985972,22.269393313777904,0.00016661836143584195,0.000309438703532603
0.1683366733466934,22.995751816311632,0.00019122879301072254,0.0003507982689624191
0.1743486973947896,23.7423690130994,0.00021918834770345746,0.00039732676132171567
0.18036072144288576,24.509683278333842,0.00025092206704429394,0.00044962014329279687
0.18637274549098196,25.298138065078433,0.0002869049534335784,0.0005083364701774125
0.19238476953907815,26.108181808852564,0.00032766732190846215,0.0005742015294418132
0.19839679358717435,26.94026782444942,0.00037380065994365564,0.0006480148939326928
0.20440881763527055,27.794854195859116,0.0004259640357883393,0.0007306564078773271
0.21042084168336672,28.672403659173995,0.0004848910982046351,0.0008230931243575828
0.21643286573146292,29.573383478355122,0.0005513977128797809,0.0009263867123254231
0.22244488977955912,30.498265313743186,0.000626390283223611,0.0010417013503870877
0.22845691382765532,31.447525083200734,0.0007108748057228633,0.0011703121235032087
0.2344689378757515,32.421642815776266,0.0008059667124903565,0.0013136139374120368
0.24048096192384769,33.42110249778536,0.000912901556104698,0.0014731309639612457
0.24649298597194388,34.44639191120826,0.0010330465942676515,0.0016505266286093766
0.25250501002004005,35.49800246430868,0.0011679133341926085,0.0018476141491098731
0.25851703406813625,36.576429014382384,0.0013191710989579645,0.0020663676317985084
0.26452905811623245,37.6821696825514,0.0014886616802909816,0.0023089337289492013
0.27054108216432865,38.815725660522666,0.0016784151443664215,0.0025776438573250366
0.27655310621242485,39.977601009238704,0.0018906668591836522,0.0028750269743141924
0.28256513026052105,41.16830244935086,0.002127875813897916,0.0032038229038880675
0.28857715430861725,42.38833914345526,0.0023927443020963046,0.003566996200039595
0.29458917835671344,43.63822247003509,0.002688239042395157,0.003967750530340874
0.30060120240480964,44.91846578906239,0.003017613810860215,0.004409543556795505
0.3066132264529058,46.22958419921746,0.003384433660579338,0.00489610228524523
0.312625250501002,47.57209428669346,0.003792600804214398,0.005431438848225456
0.3186372745490982,48.946513865559474,0.004246382235487184,0.006019866679350032
