time,in,out,known_transfer_fx
0.0,0.0,0.0,0.0
0.1,664.4425918935975,0.0,0.09171159384429123
0.2,992.6322641486612,6.152983576090853,0.16596168981852
0.30000000000000004,1183.8204280806633,19.473582584078333,0.22524280975609867
0.4,1237.9551551577792,44.399501242242266,0.2717312157394132
0.5,1225.4518255118571,71.63907341442179,0.30732453021792366
0.6000000000000001,1042.0889718920412,105.26362620436548,0.33367506009317427
0.7000000000000001,889.8340989361375,143.7758374020482,0.3522193017292543
0.8,567.5960734816163,184.86844652943037,0.3642040519745484
0.9,283.7302160367429,218.64118426004836,0.370709503961306
1.0,0.0,240.8710026507186,0.37266966509644467
1.1,0.0,288.61672752306333,0.37089039774433086
1.2000000000000002,0.0,310.95132597583336,0.3660653501594497
1.3,0.0,321.6359821589281,0.35879001583257475
1.4000000000000001,0.0,299.71988338086373,0.3495741331912355
1.5,0.0,288.139200625805,0.3388526142065591
1.6,0.0,301.4967823260966,0.3269951696019548
1.7000000000000002,0.0,297.63714198259817,0.3143147797645598
1.8,0.0,258.4437540694813,0.30107514388616263
1.9000000000000001,0.0,256.4740104304091,0.2874972250903751
2.0,0.0,289.7288386700813,0.27376499614381955
2.1,0.0,265.7005947384915,0.2600304786281764
2.2,0.0,251.15779672211005,0.24641815801259084
2.3000000000000003,0.0,223.93643290963507,0.23302884777397811
2.4000000000000004,0.0,236.65697375857914,0.21994306744274858
2.5,0.0,241.52089197883262,0.20722399209302167
2.6,0.0,204.43967899375076,0.1949200242509292
2.7,0.0,207.65407771094942,0.18306703337400393
2.8000000000000003,0.0,182.87361171376105,0.1716903028802563
2.9000000000000004,0.0,194.47012607756199,0.1608062201070511
3.0,0.0,168.0884671744755,0.150423740494579
3.1,0.0,154.12496367157854,0.1405456536605383
3.2,0.0,150.84783960926276,0.13116967581158773
3.3000000000000003,0.0,135.46494301766396,0.12228939007858836
3.4000000000000004,0.0,121.73412171252849,0.11389505382677505
3.5,0.0,116.05253313682866,0.10597428974327865
3.6,0.0,108.72419989174213,0.09851267551116012
3.7,0.0,110.49005915463907,0.09149424511306342
3.8000000000000003,0.0,99.70227581572739,0.08490191324355567
3.9000000000000004,0.0,92.12656292906115,0.07871783292474202
4.0,0.0,82.06979040231812,0.07292369519480958
4.1000000000000005,0.0,82.90428752975888,0.06750097865594326
4.2,0.0,78.55382459518187,0.06243115571068134
4.3,0.0,63.264579101027294,0.05769586147010551
4.4,0.0,61.305420550914164,0.05327703057069568
4.5,0.0,56.791155150105865,0.049157006478019495
4.6000000000000005,0.0,58.359663073644036,0.04531862727470164
4.7,0.0,50.013344701064725,0.04174529141846206
4.800000000000001,0.0,46.88453426241821,0.038421006505533296
4.9,0.0,40.953648164932865,0.03533042367846248
5.0,0.0,39.185650040347554,0.03245885996893461
5.1000000000000005,0.0,34.52159671876588,0.0297923105602925
5.2,0.0,28.296810929292135,0.02731745268595389
5.300000000000001,0.0,33.20637674972658,0.025021642644576285
5.4,0.0,30.625272136626748,0.02289290720672255
5.5,0.0,23.378687909958856,0.020919930507495427
5.6000000000000005,0.0,21.501319039297837,0.019092037362095905
5.7,0.0,21.829405516250954,0.01739917380381186
5.800000000000001,0.0,18.942915311171788,0.01583188552417135
5.9,0.0,19.049837969152993,0.01438129479077791
6.0,0.0,17.542919250003447,0.013039076327807333
6.1000000000000005,0.0,14.648090647338815,0.011797432565627762
6.2,0.0,13.061112114272802,0.010649068598039081
6.300000000000001,0.0,12.759138250532573,0.009587167126916252
6.4,0.0,11.949052599740735,0.008605363623439301
6.5,0.0,10.45710902273928,0.007697721891587088
6.6000000000000005,0.0,9.749230050834763,0.006858710182271948
6.7,0.0,8.85601172701269,0.006083177974609298
6.800000000000001,0.0,7.379420366119889,0.0053663335136579894
6.9,0.0,6.37004621260313,0.004703722170923017
7.0,0.0,5.970020959725549,0.004091205674444421
7.1000000000000005,0.0,5.5362028729799695,0.0035249422389338537
7.2,0.0,5.2415460224974115,0.0030013676127476313
7.300000000000001,0.0,4.277003369832253,0.0025171770471390186
7.4,0.0,3.910870006408084,0.0020693081838939263
7.5,0.0,3.2652219809430707,0.0016549248498434082
7.6000000000000005,0.0,2.8042056282729337,0.0012714017406197018
7.7,0.0,2.088659896423476,0.0009163099711659202
7.800000000000001,0.0,1.9051905985843778,0.0005874034667369574
7.9,0.0,1.6115370681206833,0.00028260616527844986
8.0,0.0,1.2254951829387573,0.0
8.1,0.0,0.9660306575297439,0.0
8.200000000000001,0.0,0.7041356777148291,0.0
8.3,0.0,0.4365404040120455,0.0
8.4,0.0,0.2611948896582724,0.0
8.5,0.0,0.18272760577399524,0.0
8.6,0.0,0.08514252484589308,0.0
8.700000000000001,0.0,0.035875460164660936,0.0
8.8,0.0,0.008973718502320843,0.0
8.9,0.0,0.0,0.0
9.0,0.0,0.0,0.0
