time,in,out,known_transfer_fx
0.0,8.43371893955884,3.6533023685133887e-06,7.4335975736714894e-06
0.061224489795918366,12.4348748547672,2.318811804702395e-05,3.277829980749152e-05
0.12244897959183673,16.858895476736805,9.78775549931728e-05,0.000131605988009908
0.18367346938775508,24.615786108116826,0.00037117669173102443,0.0004811347516952417
0.24489795918367346,35.94201069643811,0.0014657831277330763,0.0016016206256505114
0.30612244897959184,43.92553670108362,0.005200947874969648,0.004854610930270029
0.36734693877551017,58.3540291971756,0.013479211385700882,0.01339834189006141
0.42857142857142855,83.30473051294439,0.03774483137795513,0.033670497376190454
0.4897959183673469,109.56086367186413,0.08208065203329042,0.07704595767918447
0.5510204081632653,129.65106878211114,0.23730614934167912,0.1605284579035078
0.6122448979591837,167.74894094454902,0.5196763797544993,0.3045482158174507
0.673469387755102,183.8484602032178,1.054328828479085,0.5260922878739621
0.7346938775510203,244.33414519237488,2.1042856832486603,0.8275031617199532
0.7959183673469388,244.01136093813972,3.1337455563400374,1.1851661559357152
0.8571428571428571,359.17768233476664,4.736441308013159,1.5455771350660368
0.9183673469387755,385.31470437718,8.07553805501584,1.835287226104433
0.9795918367346939,434.09975682441365,10.543414280772847,1.9843558126205019
1.0408163265306123,543.2845578670089,15.444469000387965,1.9536118543355843
1.1020408163265305,591.9123223788351,24.763181460480308,1.7513189060344911
1.163265306122449,572.9009459547542,30.504700646599893,1.429629412016748
1.2244897959183674,772.5662447943519,43.506666783765695,1.06296640407505
1.2857142857142856,749.0298096313859,44.33174516830591,0.7206840997071735
1.346938775510204,807.7499169045283,83.46467265388098,0.4478717281066044
1.4081632653061225,808.4910019939006,98.3257221047197,0.261098480491832
1.4693877551020407,767.1297020527504,111.02188685089992,0.15654071927912125
1.530612244897959,739.5877640656133,145.84784457464318,0.12258015005830858
1.5918367346938775,727.7505574680459,189.04485598308165,0.1493179025274848
1.653061224489796,742.4636637871853,228.83931085040672,0.23117470098795811
1.7142857142857142,770.6711089635857,244.45613376556494,0.3628842287978338
1.7755102040816326,757.9603269822317,305.75593899575705,0.532296117325111
1.836734693877551,628.7201170314574,299.9822790391389,0.7150513994989751
1.8979591836734693,583.9110365406225,389.10222389072266,0.8757222052507101
1.9591836734693877,520.4564890615624,398.9367200525442,0.9768210758170732
2.020408163265306,447.54982092995016,467.96180367977126,0.9921812361281549
2.0816326530612246,392.09351635486036,571.0457417247121,0.9176442795042647
2.142857142857143,333.14110459737634,618.8245901224454,0.7727886889890764
2.204081632653061,296.2381673615103,675.4308014292005,0.5925830981223245
2.2653061224489797,282.1180273893709,650.613082341928,0.41375158390524286
2.326530612244898,210.12038429488305,813.0051262643638,0.26304614435594953
2.387755102040816,166.69239747863548,707.0688057418959,0.1522741079612111
2.4489795918367347,131.09926058586507,760.5079103284564,0.08026422895774075
2.510204081632653,100.4627375971978,763.8996699754575,0.038522978840214085
2.571428571428571,76.13411608402531,823.1507804657452,0.01683524868815408
2.63265306122449,59.257983449705314,848.8684990442222,0.006699170945035768
2.693877551020408,39.39072883115891,865.15771234192,0.002427305465135416
2.7551020408163263,35.709923495994936,710.7289370827518,0.0008008103128252872
2.816326530612245,22.215279526657714,815.7554472172475,0.00024056737584762268
2.877551020408163,19.57468220892433,652.5409143418502,6.580299400495433e-05
2.9387755102040813,13.123509742349704,900.4712726402367,1.638914990374591e-05
3.0,9.528820288431383,623.5289019851698,3.716798786835745e-06
3.061224489795918,0.0,688.7986104595627,0.0
3.122448979591837,0.0,621.7153294352224,0.0
3.183673469387755,0.0,689.8488656255297,0.0
3.2448979591836733,0.0,573.5059320167156,0.0
3.306122448979592,0.0,677.358245137506,0.0
3.36734693877551,0.0,618.7027736964911,0.0
3.4285714285714284,0.0,541.0666351068111,0.0
3.489795918367347,0.0,534.1748115002956,0.0
3.5510204081632653,0.0,526.8734024298932,0.0
3.6122448979591835,0.0,489.017700919561,0.0
3.673469387755102,0.0,460.7181201508571,0.0
3.7346938775510203,0.0,375.7967591164837,0.0
3.7959183673469385,0.0,359.96892761621064,0.0
3.857142857142857,0.0,381.5631981855761,0.0
3.9183673469387754,0.0,340.1040096648125,0.0
3.9795918367346936,0.0,275.7670878142525,0.0
4.040816326530612,0.0,235.58255902348756,0.0
4.1020408163265305,0.0,200.18786624595703,0.0
4.163265306122449,0.0,180.63480249332608,0.0
4.224489795918367,0.0,152.22721820315718,0.0
4.285714285714286,0.0,117.84790026911953,0.0
4.346938775510204,0.0,125.71811529660494,0.0
4.408163265306122,0.0,80.40557826629606,0.0
4.469387755102041,0.0,68.82805447863066,0.0
4.530612244897959,0.0,61.49440233189594,0.0
4.591836734693877,0.0,48.00914883462004,0.0
4.653061224489796,0.0,31.46119453841507,0.0
4.714285714285714,0.0,31.85351348043757,0.0
4.775510204081632,0.0,20.196288585259254,0.0
4.836734693877551,0.0,12.971204389655416,0.0
4.8979591836734695,0.0,13.008527927810682,0.0
4.959183673469387,0.0,8.98571338469623,0.0
5.020408163265306,0.0,5.597207971350755,0.0
5.081632653061225,0.0,3.966969522795821,0.0
5.142857142857142,0.0,2.7351679524209387,0.0
5.204081632653061,0.0,1.636488575247156,0.0
5.26530612244898,0.0,0.9074935840651086,0.0
