time,input,output,kernel
0.0,-0.10830600232319362,0.0,0.0
0.1,0.06148855752415953,-0.0001732896037171098,0.016
0.2,0.04755523019036489,-0.0002481975153955644,0.032
0.30000000000000004,0.014328616189913936,-0.0002470170587694351,0.048
0.4,-0.07306035393687747,-0.00022291081623944357,0.064
0.5,0.031149948997583075,-0.0003157011400084559,0.08
0.6000000000000001,-0.09152369955499484,-0.0003586515453813355,0.096
0.7000000000000001,-0.05465281378405718,-0.0005480398700422065,0.112
0.8,-0.022928174546611713,-0.0008248726967575693,0.128
0.9,0.02380064099065886,-0.0011383906027475105,0.144
1.0,0.020069697821618927,-0.0014138274831523984,0.16
1.1,-0.07299493244831577,-0.0016571528470426954,0.176
1.2000000000000002,-0.13164820368592367,-0.002017270102850297,0.192
1.3,-0.00452030898298305,-0.0025880244845553776,0.208
1.4000000000000001,-0.0800557077508567,-0.003166011360633231,0.224
1.5,0.1535414444438126,-0.0038720873691124543,0.24
1.6,0.011081652902151615,-0.0043324970664815774,0.256
1.7000000000000002,-0.009789635007339986,-0.0047751761192072585,0.272
1.8,0.1284528092363893,-0.005233518587944684,0.288
1.9000000000000001,-0.014435434608127639,-0.005486336561903886,0.304
2.0,-0.06888772983392821,-0.005762251231236092,0.32
2.1,-0.06292610324927983,-0.006148386268302586,0.336
2.2,-0.049129745276076546,-0.006635203070567923,0.352
2.3000000000000003,-0.013692507452091208,-0.007200627465274984,0.368
2.4000000000000004,0.029074385299369464,-0.007787959871905392,0.384
2.5,0.037349037931725344,-0.00832877326205681,0.4
2.6,-0.15225175139853525,-0.008463248984083243,0.384
2.7,0.04182015593146482,-0.009038090892424647,0.368
2.8000000000000003,0.03309335821621341,-0.009698197287884874,0.352
2.9000000000000004,-0.009068126291415802,-0.010351205882006886,0.336
3.0,0.15142888224804144,-0.010784930345597155,0.32
3.1,0.0880948909974716,-0.01107604843438282,0.304
3.2,0.031007165215855496,-0.010933338858996548,0.288
3.3000000000000003,-0.031147399534725017,-0.010566128815155926,0.272
3.4000000000000004,0.1185585746795489,-0.010175384452021707,0.256
3.5,-0.0920196819670471,-0.009671108420570316,0.24
3.6,-0.026440395354239195,-0.00937828691329538,0.224
3.7,0.015996454588610237,-0.008894186254752618,0.208
3.8000000000000003,0.0326793477780644,-0.007963217017073126,0.192
3.9000000000000004,-0.10775974862566132,-0.006965495834203187,0.176
4.0,0.0990621203493706,-0.005884011984331559,0.16
4.1000000000000005,-0.10016763994096531,-0.0051353613641211375,0.144
4.2,-0.031182188516325243,-0.004582440257103149,0.128
4.3,-0.0910285508629191,-0.004048083819687793,0.112
4.4,0.11134208243789484,-0.004070422053209552,0.096
4.5,-0.09345051103446442,-0.0038684195640846693,0.08
4.6000000000000005,-0.05362721439847025,-0.003595497157146363,0.064
4.7,-0.14365813826600268,-0.003207014762847913,0.048
4.800000000000001,0.08609200763900832,-0.0028911702048916195,0.032
4.9,0.1378336732995081,-0.0023937624108662237,0.016
5.0,0.03636158663621965,-0.0017688587725195977,0.0
5.1000000000000005,0.14132272026548626,-0.0013785831206536486,0.0
5.2,0.08123751682408863,-0.00017660381984895544,0.0
5.300000000000001,0.09647541774655924,0.0010976193771981752,0.0
5.4,0.18028904268694826,0.0024432302822517855,0.0
5.5,-0.06416292279147581,0.003989425093438034,0.0
5.6000000000000005,0.11148006858572569,0.004998226723360324,0.0
5.7,0.07711116791669624,0.005757054892539871,0.0
5.800000000000001,0.10059292607898548,0.006452593499640908,0.0
5.9,0.22872835057454485,0.007372067387704859,0.0
6.0,0.09664553530429075,0.008316200223298582,0.0
6.1000000000000005,0.17205755538998074,0.00974154041418831,0.0
6.2,0.14875828838883864,0.011409990066918264,0.0
6.300000000000001,0.24846819748302276,0.013054627200489331,0.0
6.4,0.0967616672602461,0.014985007042770655,0.0
6.5,0.192065154631133,0.017286947615869127,0.0
6.6000000000000005,0.432372603707043,0.019824859962369518,0.0
6.7,0.5743689555023025,0.023392835567255715,0.0
6.800000000000001,0.6691189370333368,0.02796392108818608,0.0
6.9,0.6521391882529467,0.03410241276590937,0.0
7.0,0.750603158688632,0.040904935785663094,0.0
7.1000000000000005,0.8773837406774985,0.04909724512689463,0.0
7.2,0.9783604336720948,0.05876429377408641,0.0
7.300000000000001,1.059785620534024,0.07037781756516304,0.0
7.4,1.2764222471937763,0.08338959591272595,0.0
7.5,1.6462098661389273,0.09804910111771943,0.0
7.6000000000000005,1.8078064965957217,0.11528594349199012,0.0
7.7,2.1191028201222895,0.13471944075372666,0.0
7.800000000000001,2.3447024768208196,0.15735045472331222,0.0
7.9,2.6447494549452792,0.18347722069216796,0.0
8.0,2.790602669197226,0.21324415185027165,0.0
8.1,3.19982925793228,0.24792365484362053,0.0
8.200000000000001,3.5995796389857273,0.2875071002557827,0.0
8.3,3.8905295345032362,0.33265272881733393,0.0
8.4,4.301056269986904,0.3836514714313821,0.0
8.5,4.763113970045822,0.4409896670750579,0.0
8.6,5.025925718109864,0.5054923478666861,0.0
8.700000000000001,5.545152952089969,0.5774436209974756,0.0
8.8,6.090887384710526,0.6578167066561063,0.0
8.9,6.536805453560677,0.747192400854773,0.0
9.0,6.934620156120521,0.8465449308461029,0.0
9.1,7.222659446778218,0.9565367439849652,0.0
9.200000000000001,7.650243336247714,1.0765409516829045,0.0
9.3,7.882908239415391,1.2068976765596067,0.0
9.4,8.384341438733367,1.3475802283394858,0.0
9.5,8.660952569621095,1.49976902835083,0.0
9.600000000000001,8.897248177996271,1.663263901548109,0.0
9.700000000000001,9.318354598979424,1.8381009403169768,0.0
9.8,9.504376108946744,2.0244867400352353,0.0
9.9,9.844899885273888,2.2228259747543215,0.0
10.0,9.893694900343943,2.433053031976105,0.0
10.100000000000001,9.920717304025318,2.6539003080054133,0.0
10.200000000000001,9.960196554946847,2.885061867284479,0.0
10.3,10.024599429502503,3.1255085920539885,0.0
10.4,9.924006441196505,3.37464598865327,0.0
10.5,9.902088508333966,3.6314870597709383,0.0
10.600000000000001,9.75984307635339,3.895138883284044,0.0
10.700000000000001,9.402006072974652,4.164345370203669,0.0
10.8,9.238217951438829,4.437199789863968,0.0
10.9,8.981569155686962,4.712546612417882,0.0
11.0,8.637431567869596,4.988866530917859,0.0
11.100000000000001,8.289984046348579,5.263919008078766,0.0
11.200000000000001,7.936305427556536,5.536427789504504,0.0
11.3,7.514909459936912,5.804128183429066,0.0
11.4,7.164091384997078,6.064759141974426,0.0
11.5,6.89200682301984,6.3160896879520045,0.0
11.600000000000001,6.437451207258253,6.556563964594239,0.0
11.700000000000001,5.92722567563834,6.784917449104326,0.0
11.8,5.665537626591647,6.999192706348244,0.0
11.9,5.024207364566266,7.198378107727837,0.0
12.0,4.771005645770692,7.379815770987992,0.0
12.100000000000001,4.393766880395339,7.5423729601124965,0.0
12.200000000000001,3.9585282189973356,7.684892796061124,0.0
12.3,3.6473295176910403,7.805492919137295,0.0
12.4,3.411825348148903,7.903210422885994,0.0
12.5,3.08788848133886,7.976925443154361,0.0
12.600000000000001,2.7329217157277124,8.026555197097593,0.0
12.700000000000001,2.2830684350649215,8.051703820807665,0.0
12.8,2.090774219136685,8.052023289550206,0.0
12.9,1.8672549621567762,8.02736080283187,0.0
13.0,1.7312609241701928,7.9781607025690695,0.0
13.100000000000001,1.7436211430772293,7.9045089008289855,0.0
13.200000000000001,1.6377578713218808,7.807535121886187,0.0
13.3,1.4808860470817677,7.688854663526364,0.0
13.4,1.196447412202298,7.549206172652472,0.0
13.5,1.3094309358698926,7.389612666371882,0.0
13.600000000000001,1.1720248663800803,7.212095450923576,0.0
13.700000000000001,1.2273794049813798,7.017967007462142,0.0
13.8,0.9423571797500594,6.809278438403836,0.0
13.9,1.0859591292071071,6.587795350376869,0.0
14.0,1.083714856247448,6.355583593250343,0.0
14.100000000000001,0.9696028591854046,6.11414675030994,0.0
14.200000000000001,0.9876141762337874,5.865217683195854,0.0
14.3,1.1374336366316058,5.611142065939695,0.0
14.4,1.217710598627437,5.353369275280116,0.0
14.5,1.1065784344306395,5.094882304313704,0.0
14.600000000000001,1.253777962229871,4.836756164887309,0.0
14.700000000000001,1.2760247999036824,4.58081161326801,0.0
14.8,1.2214215775403434,4.329150778386133,0.0
14.9,1.484991541497623,4.082979765346024,0.0
15.0,1.354590029843717,3.844018737474673,0.0
15.100000000000001,1.6329856568765433,3.613173722351336,0.0
15.200000000000001,1.7573304882373124,3.392069282475116,0.0
15.3,1.7937981128121365,3.1824070668757813,0.0
15.4,1.8582917492832705,2.984963809842913,0.0
15.5,1.7472152143455502,2.800397014035911,0.0
15.600000000000001,1.8710237479054574,2.628929069227852,0.0
15.700000000000001,1.9391612560073732,2.4704909236807584,0.0
15.8,2.0932523498099247,2.324957820671807,0.0
15.9,2.1138843414187254,2.192816234794192,0.0
16.0,2.3163490708087293,2.0745987427928987,0.0
16.1,2.155471739651253,1.9697171208187072,0.0
16.2,2.374607793805915,1.877797748529699,0.0
16.3,2.2631308591784185,1.7984482232989305,0.0
16.400000000000002,2.295565192651532,1.7317280196035463,0.0
16.5,2.3323001006541704,1.6766681972189368,0.0
16.6,2.4309442943282886,1.632899378372214,0.0
16.7,2.4581480499457764,1.6002172631786369,0.0
16.8,2.575812012324525,1.5777913805820458,0.0
16.900000000000002,2.6270394672974056,1.5649118697704991,0.0
17.0,2.3449320131143567,1.560377679974327,0.0
17.1,2.5398433188544582,1.5636879394421928,0.0
17.2,2.5280269690667536,1.5740798857497227,0.0
17.3,2.53504407882992,1.5907670409984636,0.0
17.400000000000002,2.5580662471326083,1.613437444953508,0.0
17.5,2.472035281575034,1.6409077025282117,0.0
17.6,2.3225707093514933,1.672939150028077,0.0
17.7,2.362666990474923,1.7078338313060641,0.0
17.8,2.4717194708822876,1.7445382317025555,0.0
17.900000000000002,2.403179414179977,1.782802468042079,0.0
18.0,2.1496705943239043,1.8219528657860342,0.0
18.1,2.2772165726866542,1.8617216652736748,0.0
18.2,2.280651969799906,1.9019365291132395,0.0
18.3,2.197206529387186,1.9422155326793757,0.0
18.400000000000002,1.8862895317722543,1.9816810768484705,0.0
18.5,1.8901475531084255,2.0193145702353843,0.0
18.6,1.7745406112796234,2.0546550721780767,0.0
18.7,1.7798117211477618,2.0878125693181393,0.0
18.8,1.8365053785945302,2.118182827319831,0.0
18.900000000000002,1.5412866255399302,2.1457572466655015,0.0
19.0,1.587218451769564,2.1701894506022823,0.0
19.1,1.6421207058435079,2.191431787509798,0.0
19.200000000000003,1.4058703310399645,2.2090738603795095,0.0
19.3,1.417255604760127,2.222679434701032,0.0
19.400000000000002,1.3186930383010254,2.232129913369343,0.0
19.5,1.0377973086592527,2.237232111561388,0.0
19.6,1.2104371002656085,2.2382615285004106,0.0
19.700000000000003,1.0687590030638592,2.2351061909190917,0.0
